"gene_id","gene_symbol","gene_name"
"MMT00022687","Ywhaq","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide"
"MMT00022703","Camk1","calcium/calmodulin-dependent protein kinase I"
"MMT00022704","Pcsk5","proprotein convertase subtilisin/kexin type 5"
"MMT00022705",NA,NA
"MMT00022706","2610009E16Rik","RIKEN cDNA 2610009E16 gene"
"MMT00022709","2700050F09Rik","RIKEN cDNA 2700050F09 gene"
"MMT00022724","4930404K22Rik","RIKEN cDNA 4930404K22 gene"
"MMT00022732","Rbbp7","retinoblastoma binding protein 7"
"MMT00022733","4930554C01Rik","RIKEN cDNA 4930554C01 gene"
"MMT00022741","3200002M19Rik","RIKEN cDNA 3200002M19 gene"
"MMT00022745",NA,NA
"MMT00022748","Pof1b","premature ovarian failure 1B"
"MMT00022752",NA,NA
"MMT00022754","Bmp2","bone morphogenetic protein 2"
"MMT00022757","Lrrc20","leucine rich repeat containing 20"
"MMT00022763",NA,NA
"MMT00022765","Vegfc","vascular endothelial growth factor C"
"MMT00022768",NA,NA
"MMT00022774","Mas1","MAS1 oncogene"
"MMT00022777","C530028O21Rik","RIKEN cDNA C530028O21 gene"
"MMT00022778","Eef1a1","eukaryotic translation elongation factor 1 alpha 1"
"MMT00022779","Ltbr","lymphotoxin B receptor"
"MMT00022784","Usp18","ubiquitin specific protease 18"
"MMT00022787","Stag1","stromal antigen 1"
"MMT00022789","Slc18a1","solute carrier family 18 (vesicular monoamine), member 1"
"MMT00022796","Nebl","nebulette"
"MMT00022797","Ldhd","lactate dehydrogenase D"
"MMT00022808","2700038C09Rik","RIKEN cDNA 2700038C09 gene"
"MMT00022812","Tm9sf4","transmembrane 9 superfamily protein member 4"
"MMT00022815","9330175B10Rik",NA
"MMT00022818","Cstf2","cleavage stimulation factor, 3' pre-RNA subunit 2"
"MMT00022820","4933403O08Rik","RIKEN cDNA 4933403O08 gene"
"MMT00022824","LOC381070",NA
"MMT00022825","6330548G22Rik","RIKEN cDNA 6330548G22 gene"
"MMT00022826","BC027057","cDNA sequence BC027057"
"MMT00022832","Cd22","CD22 antigen"
"MMT00022837","Lzts1","leucine zipper, putative tumor suppressor 1"
"MMT00022841","9530057J20Rik","RIKEN cDNA 9530057J20 gene"
"MMT00022843","Slc1a1","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
"MMT00022848","Aip","aryl-hydrocarbon receptor-interacting protein"
"MMT00022850",NA,NA
"MMT00022855","Dnchc2","dynein, cytoplasmic, heavy chain 2"
"MMT00022858","4930455C21Rik","RIKEN cDNA 4930455C21 gene"
"MMT00022860","Aplp2","amyloid beta (A4) precursor-like protein 2"
"MMT00022861","Prss33","protease, serine, 33"
"MMT00022865","Kbtbd2","kelch repeat and BTB (POZ) domain containing 2"
"MMT00022866","4921521J11Rik","RIKEN cDNA 4921521J11 gene"
"MMT00022871","Cfl1","cofilin 1, non-muscle"
"MMT00022876","Mmp25","matrix metalloproteinase 25"
"MMT00022878","Scd1","stearoyl-Coenzyme A desaturase 1"
"MMT00022880","Krtap8-2","keratin associated protein 8-2"
"MMT00022881","Ntrk3","neurotrophic tyrosine kinase, receptor, type 3"
"MMT00022883","E430039K05Rik","RIKEN cDNA E430039K05 gene"
"MMT00022885","Fcamr","Fc receptor, IgA, IgM, high affinity"
"MMT00022891","AF397014","cDNA sequence AF397014"
"MMT00022893","Kif21a","kinesin family member 21A"
"MMT00022897","Mylpf","myosin light chain, phosphorylatable, fast skeletal muscle"
"MMT00022900","Dclre1a","DNA cross-link repair 1A, PSO2 homolog (S. cerevisiae)"
"MMT00022909","Ubadc1","ubiquitin associated domain containing 1"
"MMT00022920","Ltap","loop tail associated protein"
"MMT00022923","1810009A15Rik","RIKEN cDNA 1810009A15 gene"
"MMT00022926","Myoc","myocilin"
"MMT00022932","BC025446","cDNA sequence BC025446"
"MMT00022933","MGC18837",NA
"MMT00022934","Rpl3","ribosomal protein L3"
"MMT00022940","5730409E15Rik","RIKEN cDNA 5730409E15 gene"
"MMT00022943","Herc1","hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1"
"MMT00022947","Admr","adrenomedullin receptor"
"MMT00022948","C330001K17Rik","RIKEN cDNA C330001K17 gene"
"MMT00022950","Brpf1","bromodomain and PHD finger containing, 1"
"MMT00022953","Rarb","retinoic acid receptor, beta"
"MMT00022954","1110001N06Rik","RIKEN cDNA 1110001N06 gene"
"MMT00022959","Abcg2","ATP-binding cassette, sub-family G (WHITE), member 2"
"MMT00022960","2610204L23Rik","RIKEN cDNA 2610204L23 gene"
"MMT00022971",NA,NA
"MMT00022974","Palmd","palmdelphin"
"MMT00022978","Gpr49","G protein-coupled receptor 49"
"MMT00022983","A730016F12Rik","RIKEN cDNA A730016F12 gene"
"MMT00022986","Nrip1","nuclear receptor interacting protein 1"
"MMT00022989","Zfp99","zinc finger protein 99"
"MMT00022995","D630035O19Rik","RIKEN cDNA D630035O19 gene"
"MMT00022996","Tpi","triosephosphate isomerase"
"MMT00022998","D1Ertd396e","DNA segment, Chr 1, ERATO Doi 396, expressed"
"MMT00023002","2410170E21Rik","RIKEN cDNA 2410170E21 gene"
"MMT00023015","1110012J17Rik","RIKEN cDNA 1110012J17 gene"
"MMT00023018","4930444A02Rik","RIKEN cDNA 4930444A02 gene"
"MMT00023019","Smarca4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
"MMT00023024","Klk7","kallikrein 7 (chymotryptic, stratum corneum)"
"MMT00023027","Arid5a","AT rich interactive domain 5A (Mrf1 like)"
"MMT00023032","Invs","inversin"
"MMT00023042","3110040D16Rik","RIKEN cDNA 3110040D16 gene"
"MMT00023046","AU014748","expressed sequence AU014748"
"MMT00023047","Psme1","proteasome (prosome, macropain) 28 subunit, alpha"
"MMT00023048","Bai3","brain-specific angiogenesis inhibitor 3"
"MMT00023055","Mdn1","midasin homolog (yeast)"
"MMT00023066","Zcchc2","zinc finger, CCHC domain containing 2"
"MMT00023067","F2rl1","coagulation factor II (thrombin) receptor-like 1"
"MMT00023069","2810407C02Rik","RIKEN cDNA 2810407C02 gene"
"MMT00023071","Olfr1297","olfactory receptor 1297"
"MMT00023073","Fbl","fibrillarin"
"MMT00023074","D1Bwg0491e","DNA segment, Chr 1, Brigham & Women's Genetics 0491 expressed"
"MMT00023075","Mdn1","midasin homolog (yeast)"
"MMT00023076","0910001K20Rik","RIKEN cDNA 0910001K20 gene"
"MMT00023079","Eml5","echinoderm microtubule associated protein like 5"
"MMT00023085",NA,NA
"MMT00023087","LOC330863",NA
"MMT00023091","Plekhe1","pleckstrin homology domain containing, family E (with leucine rich repeats) member 1"
"MMT00023099","Doc2b","double C2, beta"
"MMT00023101","Sans",NA
"MMT00023104",NA,NA
"MMT00023108","AU014748","expressed sequence AU014748"
"MMT00023109","Osgep","O-sialoglycoprotein endopeptidase"
"MMT00023120","Tcfap2c","transcription factor AP-2, gamma"
"MMT00023122","Tesk1","testis specific protein kinase 1"
"MMT00023129","2310022B05Rik","RIKEN cDNA 2310022B05 gene"
"MMT00023131","Olfr497","olfactory receptor 497"
"MMT00023132","Bmpr2","bone morphogenic protein receptor, type II (serine/threonine kinase)"
"MMT00023138","Mmab","methylmalonic aciduria (cobalamin deficiency) type B homolog (human)"
"MMT00023143","AI661438","expressed sequence AI661438"
"MMT00023146",NA,NA
"MMT00023155","Prlpc3","prolactin-like protein C 3"
"MMT00023162","Fvt1","follicular lymphoma variant translocation 1"
"MMT00023164","A330080J22Rik","RIKEN cDNA A330080J22 gene"
"MMT00023166","H2afz","H2A histone family, member Z"
"MMT00023168","Rnf7","ring finger protein 7"
"MMT00023174","Speer6-ps1","spermatogenesis associated glutamate (E)-rich protein 6, pseudogene 1"
"MMT00023178","2500003M10Rik","RIKEN cDNA 2500003M10 gene"
"MMT00023187","Mcm7","minichromosome maintenance deficient 7 (S. cerevisiae)"
"MMT00023192","2010109K11Rik","RIKEN cDNA 2010109K11 gene"
"MMT00023193","Abhd4","abhydrolase domain containing 4"
"MMT00023200","Otop2",NA
"MMT00023206","Dph2l1","diptheria toxin resistance protein required for diphthamide biosynthesis (Saccharomyces)-like 1"
"MMT00023212","5730496F10Rik","RIKEN cDNA 5730496F10 gene"
"MMT00023218","D230016N13Rik","RIKEN cDNA D230016N13 gene"
"MMT00023223","Rhod","ras homolog gene family, member D"
"MMT00023224","Magmas",NA
"MMT00023237","Mak3","Mak3 homolog (S. cerevisiae)"
"MMT00023239","Psg19","pregnancy specific glycoprotein 19"
"MMT00023241","Nr1h5","nuclear receptor subfamily 1, group H, member 5"
"MMT00023245","Ikbke","inhibitor of kappaB kinase epsilon"
"MMT00023247","Tbce","tubulin-specific chaperone e"
"MMT00023251","5330439J01Rik","RIKEN cDNA 5330439J01 gene"
"MMT00023254","Clcn2","chloride channel 2"
"MMT00023266","Arid4b","AT rich interactive domain 4B (Rbp1 like)"
"MMT00023269","Scml4","sex comb on midleg-like 4 (Drosophila)"
"MMT00023276","Pdlim4","PDZ and LIM domain 4"
"MMT00023277","Myh10","myosin heavy chain 10, non-muscle"
"MMT00023282",NA,NA
"MMT00023287",NA,NA
"MMT00023289","6720461J16Rik","RIKEN cDNA 6720461J16 gene"
"MMT00023290","Sec63","SEC63-like (S. cerevisiae)"
"MMT00023292","1500005I02Rik","RIKEN cDNA 1500005I02 gene"
"MMT00023295","Lrdd","leucine-rich and death domain containing"
"MMT00023296","1500005I02Rik","RIKEN cDNA 1500005I02 gene"
"MMT00023303","AI662270","expressed sequence AI662270"
"MMT00023304","5830461H18Rik","RIKEN cDNA 5830461H18 gene"
"MMT00023307","Perp","PERP, TP53 apoptosis effector"
"MMT00023317","Slamf7","SLAM family member 7"
"MMT00023318","Kntc1","kinetochore associated 1"
"MMT00023324","1700011I11Rik","RIKEN cDNA 1700011I11 gene"
"MMT00023326","S3-12",NA
"MMT00023328","Lypla1","lysophospholipase 1"
"MMT00023329","Ifit3","interferon-induced protein with tetratricopeptide repeats 3"
"MMT00023332","Sec61b","Sec61 beta subunit"
"MMT00023333","4833420I20Rik","RIKEN cDNA 4833420I20 gene"
"MMT00023336","Tbce","tubulin-specific chaperone e"
"MMT00023338","AI317237","expressed sequence AI317237"
"MMT00023340","Map1lc3a","microtubule-associated protein 1 light chain 3 alpha"
"MMT00023345","Prpsap2","phosphoribosyl pyrophosphate synthetase-associated protein 2"
"MMT00023346","A230078I01",NA
"MMT00023352","Pld2","phospholipase D2"
"MMT00023353","Gcs1","glucosidase 1"
"MMT00023354","Sec61g","SEC61, gamma subunit"
"MMT00023360",NA,NA
"MMT00023365","Ascl1","achaete-scute complex homolog-like 1 (Drosophila)"
"MMT00023382",NA,NA
"MMT00023383","D130071N09",NA
"MMT00023388","Dmrt3","doublesex and mab-3 related transcription factor 3"
"MMT00023390","Rb1cc1","RB1-inducible coiled-coil 1"
"MMT00023398","4921517D21Rik","RIKEN cDNA 4921517D21 gene"
"MMT00023400",NA,NA
"MMT00023402","Ren1","renin 1 structural"
"MMT00023403","Rnf149","ring finger protein 149"
"MMT00023406","Col12a1","procollagen, type XII, alpha 1"
"MMT00023408","Znf341",NA
"MMT00023412","Dmrt2","doublesex and mab-3 related transcription factor 2"
"MMT00023414","F730038I15Rik","RIKEN cDNA F730038I15 gene"
"MMT00023418","Nbl1","neuroblastoma, suppression of tumorigenicity 1"
"MMT00023420","Endog","endonuclease G"
"MMT00023426","Creg2","cellular repressor of E1A-stimulated genes 2"
"MMT00023435",NA,NA
"MMT00023436",NA,NA
"MMT00023439","1700048O14Rik","RIKEN cDNA 1700048O14 gene"
"MMT00023441","Scnn1g","sodium channel, nonvoltage-gated 1 gamma"
"MMT00023444","Blk","B lymphoid kinase"
"MMT00023451","Itga8","integrin alpha 8"
"MMT00023455","D1Bwg0212e","DNA segment, Chr 1, Brigham & Women's Genetics 0212 expressed"
"MMT00023460",NA,NA
"MMT00023461","1700029I01Rik","RIKEN cDNA 1700029I01 gene"
"MMT00023463","2610205H19Rik","RIKEN cDNA 2610205H19 gene"
"MMT00023465","Sui1-rs1","suppressor of initiator codon mutations, related sequence 1 (S. cerevisiae)"
"MMT00023467","9630025B04Rik","RIKEN cDNA 9630025B04 gene"
"MMT00023468","Ftl1","ferritin light chain 1"
"MMT00023471","Tyrobp","TYRO protein tyrosine kinase binding protein"
"MMT00023473","Bambi","BMP and activin membrane-bound inhibitor, homolog (Xenopus laevis)"
"MMT00023480",NA,NA
"MMT00023488","D17Wsu155e","DNA segment, Chr 17, Wayne State University 155, expressed"
"MMT00023489","Crip1","cysteine-rich protein 1 (intestinal)"
"MMT00023490","Serac1","serine active site containing 1"
"MMT00023495","Fxr1h","fragile X mental retardation gene 1, autosomal homolog"
"MMT00023514","Nrp","neuropilin"
"MMT00023519","Lbh",NA
"MMT00023523","Abtb1","ankyrin repeat and  BTB (POZ) domain containing 1"
"MMT00023526","p","pink-eyed dilution"
"MMT00023529","B430104H02Rik","RIKEN cDNA B430104H02 gene"
"MMT00023532","Rab7","RAB7, member RAS oncogene family"
"MMT00023533",NA,NA
"MMT00023534","Snrpa1","small nuclear ribonucleoprotein polypeptide A'"
"MMT00023538","Prss8","protease, serine, 8 (prostasin)"
"MMT00023544","4921507A12",NA
"MMT00023545","Dgkd","diacylglycerol kinase, delta"
"MMT00023553","Gm1010","gene model 1010, (NCBI)"
"MMT00023554","Gna12","guanine nucleotide binding protein, alpha 12"
"MMT00023558","Viaat","vesicular inhibitory amino acid transporter"
"MMT00023562","4933414E04Rik","RIKEN cDNA 4933414E04 gene"
"MMT00023567","Zfpm1","zinc finger protein, multitype 1"
"MMT00023568",NA,NA
"MMT00023569",NA,NA
"MMT00023575","Sh2bp1","SH2 domain binding protein 1 (tetratricopeptide repeat containing)"
"MMT00023583","Fancd2","Fanconi anemia, complementation group D2"
"MMT00023586","Nagk","N-acetylglucosamine kinase"
"MMT00023589","Emilin2","elastin microfibril interfacer 2"
"MMT00023590","4930518F03Rik","RIKEN cDNA 4930518F03 gene"
"MMT00023591","Sipa1l2","signal-induced proliferation-associated 1 like 2"
"MMT00023592",NA,NA
"MMT00023594","4930438O05Rik","RIKEN cDNA 4930438O05 gene"
"MMT00023597","4921509C19Rik","RIKEN cDNA 4921509C19 gene"
"MMT00023598","Ugt1a6","UDP glycosyltransferase 1 family, polypeptide A6"
"MMT00023601","Snph","syntaphilin"
"MMT00023604","Fbxo16","F-box only protein 16"
"MMT00023613",NA,NA
"MMT00023618","Phactr3","phosphatase and actin regulator 3"
"MMT00023619","Ogn","osteoglycin"
"MMT00023622",NA,NA
"MMT00023624","A930029K19Rik","RIKEN cDNA A930029K19 gene"
"MMT00023627",NA,NA
"MMT00023634","Dlg5","discs, large homolog 5  (Drosophila)"
"MMT00023637","Ugt1a9",NA
"MMT00023638","Usp40","ubiquitin specific protease 40"
"MMT00023640","Lsm5","LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"MMT00023642","B230206N24Rik","RIKEN cDNA B230206N24 gene"
"MMT00023644","BC052040","cDNA sequence BC052040"
"MMT00023654","Kcnk16","potassium channel, subfamily K, member 16"
"MMT00023659","9130404H23Rik","RIKEN cDNA 9130404H23 gene"
"MMT00023661","Krtap16-4","keratin associated protein 16-4"
"MMT00023662","Hnrpc","heterogeneous nuclear ribonucleoprotein C"
"MMT00023668","Olfr466","olfactory receptor 466"
"MMT00023669","Ttc18","tetratricopeptide repeat domain 18"
"MMT00023676","Rab12","RAB12, member RAS oncogene family"
"MMT00023677","Dnajc3","DnaJ (Hsp40) homolog, subfamily C, member 3"
"MMT00023678","Robo4","roundabout homolog 4 (Drosophila)"
"MMT00023682",NA,NA
"MMT00023683","Zfp105","zinc finger protein 105"
"MMT00023684","AI414418","expressed sequence AI414418"
"MMT00023687","Sct","secretin"
"MMT00023688",NA,NA
"MMT00023693","Trpc5","transient receptor potential cation channel, subfamily C, member 5"
"MMT00023694","Sipa1","signal-induced proliferation associated gene 1"
"MMT00023699",NA,NA
"MMT00023701","Gnrhr","gonadotropin releasing hormone receptor"
"MMT00023708","5033406L14Rik","RIKEN cDNA 5033406L14 gene"
"MMT00023713","Atp6v1e2","ATPase, H+ transporting, V1 subunit E-like 2 isoform 2"
"MMT00023715","Atp7b","ATPase, Cu++ transporting, beta polypeptide"
"MMT00023718",NA,"gene model 505, (NCBI)"
"MMT00023724","4921529O18Rik","RIKEN cDNA 4921529O18 gene"
"MMT00023725","Zmynd17","zinc finger, MYND domain containing 17"
"MMT00023728","F5","coagulation factor V"
"MMT00023739","C030002J06Rik","RIKEN cDNA C030002J06 gene"
"MMT00023744","Musk","muscle, skeletal, receptor tyrosine kinase"
"MMT00023747","Ctdsp2","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2"
"MMT00023748","Son","Son cell proliferation protein"
"MMT00023753",NA,"gene model 1204, (NCBI)"
"MMT00023763","Cbx1","chromobox homolog 1 (Drosophila HP1 beta)"
"MMT00023764","Men1","multiple endocrine neoplasia 1"
"MMT00023765","E330034G19Rik","RIKEN cDNA E330034G19 gene"
"MMT00023770","Actr5","ARP5 actin-related protein 5 homolog (yeast)"
"MMT00023777","2310021P13Rik","RIKEN cDNA 2310021P13 gene"
"MMT00023779","Gzmc","granzyme C"
"MMT00023781",NA,NA
"MMT00023782",NA,NA
"MMT00023786","Ppp1r16b","protein phosphatase 1, regulatory (inhibitor) subunit 16B"
"MMT00023787","Efnb3","ephrin B3"
"MMT00023793","1200016B10Rik","RIKEN cDNA 1200016B10 gene"
"MMT00023802","9530003A05Rik","RIKEN cDNA 9530003A05 gene"
"MMT00023811","Fkbp1b","FK506 binding protein 1b"
"MMT00023817","Map4k5","mitogen-activated protein kinase kinase kinase kinase 5"
"MMT00023821","Pcp2","Purkinje cell protein 2 (L7)"
"MMT00023822",NA,NA
"MMT00023827","1500032A09Rik","RIKEN cDNA 1500032A09 gene"
"MMT00023828","5430420P03Rik","RIKEN cDNA 5430420P03 gene"
"MMT00023830","B230339M05Rik","RIKEN cDNA B230339M05 gene"
"MMT00023837","Nr2e1","nuclear receptor subfamily 2, group E, member 1"
"MMT00023845","0610006H10Rik","RIKEN cDNA 0610006H10 gene"
"MMT00023846","2310008M10Rik","RIKEN cDNA 2310008M10 gene"
"MMT00023847","Cyp2d22","cytochrome P450, family 2, subfamily d, polypeptide 22"
"MMT00023851",NA,NA
"MMT00023852","Ccl2","chemokine (C-C motif) ligand 2"
"MMT00023854","Fgf3","fibroblast growth factor 3"
"MMT00023855","1700051I12Rik","RIKEN cDNA 1700051I12 gene"
"MMT00023857","2410006F12Rik","RIKEN cDNA 2410006F12 gene"
"MMT00023860","Dpyd","dihydropyrimidine dehydrogenase"
"MMT00023861","Ostm1","osteopetrosis associated transmembrane protein 1"
"MMT00023864","6720460F02Rik","RIKEN cDNA 6720460F02 gene"
"MMT00023865",NA,NA
"MMT00023871","D2Ertd435e","DNA segment, Chr 2, ERATO Doi 435, expressed"
"MMT00023873","Ltb","lymphotoxin B"
"MMT00023879","Dscam","Down syndrome cell adhesion molecule"
"MMT00023884","Frap1","FK506 binding protein 12-rapamycin associated protein 1"
"MMT00023891","Sall3","sal-like 3 (Drosophila)"
"MMT00023892","Slco4a1","solute carrier organic anion transporter family, member 4a1"
"MMT00023895","A930034L06Rik","RIKEN cDNA A930034L06 gene"
"MMT00023897","9430008C03Rik","RIKEN cDNA 9430008C03 gene"
"MMT00023911",NA,NA
"MMT00023912","AF397014","cDNA sequence AF397014"
"MMT00023913","Slc25a20","solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20"
"MMT00023914","Slc9a2","solute carrier family 9 (sodium/hydrogen exchanger), member 2"
"MMT00023915","D130060C09Rik","RIKEN cDNA D130060C09 gene"
"MMT00023916","Eef1g","eukaryotic translation elongation factor 1 gamma"
"MMT00023917","1300018P11Rik","RIKEN cDNA 1300018P11 gene"
"MMT00023920",NA,"gene model 709, (NCBI)"
"MMT00023932","4930478A21Rik","RIKEN cDNA 4930478A21 gene"
"MMT00023933","Mfap1","microfibrillar-associated protein 1"
"MMT00023934","Birc7","baculoviral IAP repeat-containing 7 (livin)"
"MMT00023947","Nek9","NIMA (never in mitosis gene a)-related expressed kinase 9"
"MMT00023949","Slc9a4","solute carrier family 9 (sodium/hydrogen exchanger), member 4"
"MMT00023952","B430315C20Rik","RIKEN cDNA B430315C20 gene"
"MMT00023953","4933433C09Rik","RIKEN cDNA 4933433C09 gene"
"MMT00023958","Clecsf13","C-type (calcium dependent, carbohydrate recognition domain) lectin, superfamily member 13"
"MMT00023959","Cbfa2t2h","core-binding factor, runt domain, alpha subunit 2, translocated to, 2 homolog (human)"
"MMT00023960","Cdk2ap1","CDK2 (cyclin-dependent kinase 2)-associated protein 1"
"MMT00023966",NA,"gene model 1061, (NCBI)"
"MMT00023967","1700049E17Rik","RIKEN cDNA 1700049E17 gene"
"MMT00023976","Gsc","goosecoid"
"MMT00023977","Tsga8","testis specific gene A8"
"MMT00023985","C1ql",NA
"MMT00023990","1600027N09Rik","RIKEN cDNA 1600027N09 gene"
"MMT00023995","1110033O09Rik","RIKEN cDNA 1110033O09 gene"
"MMT00023997","A530001H01",NA
"MMT00024002",NA,NA
"MMT00024005","BC019537","cDNA sequence BC019537"
"MMT00024010","Rpl5","ribosomal protein L5"
"MMT00024013","Timm8a","translocase of inner mitochondrial membrane 8 homolog a (yeast)"
"MMT00024017","Dclre1c","DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)"
